"","season_year","unique_code","cruise","S_L","S_S","latitude","longitude","month","year","Bathylagoides.wesethi","Ceratoscopelus.townsendi","Chauliodus.macouni","Diogenichthys.atlanticus","Leuroglossus.stilbius","Lipolagus.ochotensis","Protomyctophum.crockeri","Stenobrachius.leucopsarus","Symbolophorus.californiensis","Tarletonbeania.crenularis","Triphoturus.mexicanus","Vinciguerria.lucetia","S_C","S_SC","season","line_station","sampling_extent"
"10857","summer 1959","5907 PT 83.3 80 C1","5907 PT",83.3,80,32.95,-122.1,7,1959,0,0,0,0,0,0,0,0,2.52,0,0,0,5907,"PT","summer","83.3 80","136.7  to  63.3"
"10858","summer 1959","5907 PT 86.7 50 C1","5907 PT",86.7,50,33.33666667,-119.6583333,7,1959,0,0,0,0,0,0,0,0,0,0,2.5,0,5907,"PT","summer","86.7 50","136.7  to  63.3"
"10859","summer 1959","5907 PT 86.7 55 C1","5907 PT",86.7,55,33.08333333,-119.9833333,7,1959,0,0,0,0,19.08,0,3.18,0,0,0,34.98,0,5907,"PT","summer","86.7 55","136.7  to  63.3"
"10860","summer 1959","5907 PT 96.7 45 C1","5907 PT",96.7,45,31.65,-118.1666667,7,1959,0,0,0,0,2.9,0,0,0,0,0,2.9,0,5907,"PT","summer","96.7 45","136.7  to  63.3"
"10861","summer 1959","5907 OR 66.7 80 C1","5907 OR",66.7,80,35.81333333,-124.1833333,7,1959,0,0,0,3.34,0,0,0,20.04,0,6.68,0,0,5907,"OR","summer","66.7 80","136.7  to  63.3"
"10862","summer 1959","5907 OR 66.7 60 C1","5907 OR",66.7,60,36.53166667,-122.8916667,7,1959,0,0,0,0,0,0,0,0,0,13.36,0,0,5907,"OR","summer","66.7 60","136.7  to  63.3"
"10863","summer 1959","5907 BD 103.3 35 C1","5907 BD",103.3,35,30.95,-116.7666667,7,1959,5.74,0,0,0,0,0,0,0,0,0,22.96,0,5907,"BD","summer","103.3 35","136.7  to  63.3"
"10864","summer 1959","5907 BD 113.3 90 C1","5907 BD",113.3,90,27.38333333,-119.2333333,7,1959,2.94,0,0,0,0,0,0,0,0,0,29.4,70.56,5907,"BD","summer","113.3 90","136.7  to  63.3"
"10865","summer 1959","5907 BD 103.3 55 C1","5907 BD",103.3,55,30.33333333,-118.0666667,7,1959,0,0,0,0,0,0,0,0,0,0,11.36,312.4,5907,"BD","summer","103.3 55","136.7  to  63.3"
"10866","summer 1959","5907 PT 83.3 55 C1","5907 PT",83.3,55,33.73333333,-120.4083333,7,1959,0,0,0,0,0,0,0,0,0,0,0,0,5907,"PT","summer","83.3 55","136.7  to  63.3"
"10867","summer 1959","5907 BD 116.7 26 C1","5907 BD",116.7,26,28.93333333,-114.6833333,7,1959,0,0,0,0,0,0,0,0,0,0,4.82,0,5907,"BD","summer","116.7 26","136.7  to  63.3"
"10868","summer 1959","5907 PT 86.7 70 C1","5907 PT",86.7,70,32.62833333,-121.025,7,1959,0,0,0,0,0,0,0,0,0,0,0,0,5907,"PT","summer","86.7 70","136.7  to  63.3"
"10869","summer 1959","5907 OR 63.3 60 C1","5907 OR",63.3,60,37,-123.17,7,1959,0,0,0,0,0,6.68,6.68,3.34,0,13.36,0,0,5907,"OR","summer","63.3 60","136.7  to  63.3"
"10870","summer 1959","5907 PT 96.7 70 C1","5907 PT",96.7,70,30.8,-119.75,7,1959,21.77,0,0,0,0,0,15.55,0,3.11,0,0,279.9,5907,"PT","summer","96.7 70","136.7  to  63.3"
"10871","summer 1959","5907 OR 66.7 55 C1","5907 OR",66.7,55,36.685,-122.5116667,7,1959,0,0,0,0,0,0,3.08,0,0,3.08,0,0,5907,"OR","summer","66.7 55","136.7  to  63.3"
"10872","summer 1959","5907 BD 116.7 30 C1","5907 BD",116.7,30,28.8,-114.9416667,7,1959,0,0,0,0,0,0,0,0,0,0,22.77,0,5907,"BD","summer","116.7 30","136.7  to  63.3"
"10873","summer 1959","5907 OR 63.3 70 C1","5907 OR",63.3,70,36.69833333,-123.8466667,7,1959,0,0,0,0,3.32,3.32,3.32,0,0,6.64,0,0,5907,"OR","summer","63.3 70","136.7  to  63.3"
"10874","summer 1959","5907 BD 103.3 50 C1","5907 BD",103.3,50,30.48333333,-117.775,7,1959,5.9,0,0,0,0,0,0,0,2.95,0,56.05,185.85,5907,"BD","summer","103.3 50","136.7  to  63.3"
"10875","summer 1959","5907 BD 103.3 40 C1","5907 BD",103.3,40,30.8,-117.1,7,1959,5.82,5.82,0,0,0,0,2.91,0,0,0,17.46,2.91,5907,"BD","summer","103.3 40","136.7  to  63.3"
"10876","summer 1959","5907 OR 63.3 80 C1","5907 OR",63.3,80,36.325,-124.4533333,7,1959,3.27,0,0,0,0,0,0,0,0,0,0,0,5907,"OR","summer","63.3 80","136.7  to  63.3"
"10877","summer 1959","5907 PT 86.7 60 C1","5907 PT",86.7,60,32.93333333,-120.3416667,7,1959,0,0,0,0,0,0,0,0,0,0,9.12,0,5907,"PT","summer","86.7 60","136.7  to  63.3"
"10878","summer 1959","5907 PT 83.3 51 C1","5907 PT",83.3,51,33.86666667,-120.1333333,7,1959,0,0,0,0,0,0,0,0,0,0,4.48,0,5907,"PT","summer","83.3 51","136.7  to  63.3"
"10879","summer 1959","5907 BD 103.3 30 C1","5907 BD",103.3,30,31.08666667,-116.4166667,7,1959,0,0,0,0,0,0,0,0,0,0,0,0,5907,"BD","summer","103.3 30","136.7  to  63.3"
"10880","summer 1959","5907 OR 63.3 90 C1","5907 OR",63.3,90,35.955,-125.1333333,7,1959,0,0,0,0,0,0,0,0,0,7.52,0,0,5907,"OR","summer","63.3 90","136.7  to  63.3"
"10881","summer 1959","5907 BD 103.3 45 C1","5907 BD",103.3,45,30.65,-117.4416667,7,1959,25.92,0,0,0,0,0,2.88,0,0,0,31.68,72,5907,"BD","summer","103.3 45","136.7  to  63.3"
"10882","summer 1959","5907 OR 66.7 50 C1","5907 OR",66.7,50,36.83833333,-122.12,7,1959,0,0,0,0,0,0,0,0,0,0,0,0,5907,"OR","summer","66.7 50","136.7  to  63.3"
"10883","summer 1960","6007 BD 116.7 55 C1","6007 BD",116.7,55,27.96666667,-116.575,7,1960,0,0,0,0,0,0,0,0,0,0,25.92,0,6007,"BD","summer","116.7 55","136.7  to  70"
"10884","summer 1960","6007 BD 96.7 30 C1","6007 BD",96.7,30,32.26666667,-117.1166667,7,1960,0,0,0,0,0,0,0,0,0,0,14.7,0,6007,"BD","summer","96.7 30","136.7  to  70"
"10885","summer 1960","6007 BD 96.7 50 C1","6007 BD",96.7,50,31.6,-118.4833333,7,1960,0,0,2.85,0,5.7,0,5.7,0,0,0,57,0,6007,"BD","summer","96.7 50","136.7  to  70"
"10886","summer 1960","6007 BD 106.7 50 C1","6007 BD",106.7,50,29.84166667,-117.3666667,7,1960,0,0,0,0,0,0,0,0,0,0,5.8,0,6007,"BD","summer","106.7 50","136.7  to  70"
"10887","summer 1960","6007 BD 96.7 70 C1","6007 BD",96.7,70,30.98333333,-119.9,7,1960,0,0,2.75,0,0,0,0,0,0,8.25,5.5,0,6007,"BD","summer","96.7 70","136.7  to  70"
"10888","summer 1960","6007 HO 120 90 C1","6007 HO",120,90,26.225,-118.43,7,1960,0,9.27,0,0,0,0,6.18,0,0,0,43.26,284.28,6007,"HO","summer","120 90","136.7  to  70"
"10889","summer 1960","6007 BD 106.7 70 C1","6007 BD",106.7,70,29.18333333,-118.6833333,7,1960,8.01,2.67,0,0,0,0,0,0,0,0,34.71,803.67,6007,"BD","summer","106.7 70","136.7  to  70"
"10890","summer 1960","6007 BD 96.7 45 C1","6007 BD",96.7,45,31.76666667,-118.1416667,7,1960,0,0,0,0,0,0,5.82,0,0,0,40.74,0,6007,"BD","summer","96.7 45","136.7  to  70"
"10891","summer 1960","6007 BD 96.7 55 C1","6007 BD",96.7,55,31.425,-118.825,7,1960,0,0,0,0,2.89,0,5.78,0,0,0,14.45,0,6007,"BD","summer","96.7 55","136.7  to  70"
"10892","summer 1960","6007 BD 116.7 60 C1","6007 BD",116.7,60,27.75,-116.9166667,7,1960,2.88,0,0,0,0,0,0,0,0,0,126.72,2.88,6007,"BD","summer","116.7 60","136.7  to  70"
"10893","summer 1960","6007 BD 96.7 60 C1","6007 BD",96.7,60,31.25833333,-119.1666667,7,1960,0,0,0,0,0,0,0,0,0,8.97,2.99,0,6007,"BD","summer","96.7 60","136.7  to  70"
"10894","summer 1960","6007 BD 116.7 65 C1","6007 BD",116.7,65,27.625,-117.225,7,1960,0,0,0,0,0,0,0,0,0,0,29.5,29.5,6007,"BD","summer","116.7 65","136.7  to  70"
"10895","summer 1960","6007 BD 106.7 45 C1","6007 BD",106.7,45,30.025,-117.0333333,7,1960,0,0,0,0,0,0,0,0,0,0,3.07,0,6007,"BD","summer","106.7 45","136.7  to  70"
"10896","summer 1960","6007 BD 116.7 80 C1","6007 BD",116.7,80,27.13333333,-118.175,7,1960,14.6,2.92,0,0,0,0,0,0,0,0,286.16,581.08,6007,"BD","summer","116.7 80","136.7  to  70"
"10897","summer 1960","6007 BD 93.3 45 C1","6007 BD",93.3,45,32.33333333,-118.5333333,7,1960,0,0,0,0,0,0,0,0,0,0,0,0,6007,"BD","summer","93.3 45","136.7  to  70"
"10898","summer 1960","6007 BD 96.7 35 C1","6007 BD",96.7,35,32.09166667,-117.4583333,7,1960,0,0,0,0,0,0,0,0,2.97,0,5.94,2.97,6007,"BD","summer","96.7 35","136.7  to  70"
"10899","summer 1960","6007 BD 120 25 C1","6007 BD",120,25,28.375,-114.25,7,1960,0,0,0,0,0,0,0,0,0,0,2.49,0,6007,"BD","summer","120 25","136.7  to  70"
"10900","summer 1960","6007 BD 123.3 50 C1","6007 BD",123.3,50,26.96666667,-115.5166667,7,1960,0,0,0,0,0,0,2.68,0,0,0,24.12,0,6007,"BD","summer","123.3 50","136.7  to  70"
"10901","summer 1960","6007 BD 123.3 55 C1","6007 BD",123.3,55,26.80833333,-115.825,7,1960,0,0,0,0,0,0,9,0,0,0,51,18,6007,"BD","summer","123.3 55","136.7  to  70"
"10902","summer 1960","6007 BD 106.7 65 C1","6007 BD",106.7,65,29.35,-118.35,7,1960,2.7,0,0,0,0,0,0,0,0,0,48.6,91.8,6007,"BD","summer","106.7 65","136.7  to  70"
"10903","summer 1960","6007 BD 86.7 50 C1","6007 BD",86.7,50,33.495,-119.7333333,7,1960,0,0,0,0,3.06,0,3.06,3.06,0,0,0,0,6007,"BD","summer","86.7 50","136.7  to  70"
"10904","summer 1960","6007 HO 130 70 C1","6007 HO",130,70,25.15,-116.0833333,7,1960,0,6.36,0,0,0,0,3.18,0,0,0,9.54,38.16,6007,"HO","summer","130 70","136.7  to  70"
"10905","summer 1960","6007 BD 96.7 65 C1","6007 BD",96.7,65,31.16666667,-119.5,7,1960,0,0,0,0,0,0,0,0,0,3.04,6.08,0,6007,"BD","summer","96.7 65","136.7  to  70"
"10906","summer 1960","6007 BD 93.3 35 C1","6007 BD",93.3,35,32.675,-117.8583333,7,1960,0,0,0,0,0,0,0,0,0,2.89,2.89,0,6007,"BD","summer","93.3 35","136.7  to  70"
"10907","summer 1960","6007 BD 113.3 30 C1","6007 BD",113.3,30,29.35,-115.3,7,1960,0,0,0,0,0,0,0,0,0,0,0,2.31,6007,"BD","summer","113.3 30","136.7  to  70"
"10908","summer 1960","6007 BD 116.7 70 C1","6007 BD",116.7,70,27.46666667,-117.5416667,7,1960,2.92,0,0,0,0,0,0,0,0,0,14.6,14.6,6007,"BD","summer","116.7 70","136.7  to  70"
"10909","summer 1960","6007 BD 93.3 40 C1","6007 BD",93.3,40,32.5,-118.1916667,7,1960,0,0,0,0,0,0,0,0,0,0,5.58,0,6007,"BD","summer","93.3 40","136.7  to  70"
"10910","summer 1960","6007 BD 126.7 60 C1","6007 BD",126.7,60,26.05833333,-115.775,7,1960,0,0,0,0,0,0,0,0,0,0,48.8,12.2,6007,"BD","summer","126.7 60","136.7  to  70"
"10911","summer 1960","6007 BD 118 39 C1","6007 BD",118,39,28.30833333,-115.395,7,1960,0,0,0,0,0,0,0,0,0,0,5.68,0,6007,"BD","summer","118 39","136.7  to  70"
"10912","summer 1960","6007 BD 106.7 40 C1","6007 BD",106.7,40,30.18333333,-116.7,7,1960,0,0,0,0,0,0,0,0,0,0,9.33,0,6007,"BD","summer","106.7 40","136.7  to  70"
"10913","summer 1960","6007 BD 96.7 40 C1","6007 BD",96.7,40,31.93333333,-117.8,7,1960,0,0,3.01,0,9.03,0,0,0,0,3.01,24.08,0,6007,"BD","summer","96.7 40","136.7  to  70"
"10914","summer 1960","6007 HO 120 80 C1","6007 HO",120,80,26.53333333,-117.8583333,7,1960,0,2.8,0,14,0,0,0,0,0,0,142.8,151.2,6007,"HO","summer","120 80","136.7  to  70"
"10915","summer 1960","6007 BD 106.7 55 C1","6007 BD",106.7,55,29.66666667,-117.7333333,7,1960,2.87,0,0,0,0,0,2.87,0,0,0,31.57,2.87,6007,"BD","summer","106.7 55","136.7  to  70"
"10916","summer 1960","6007 BD 106.7 60 C1","6007 BD",106.7,60,29.51666667,-118.0333333,7,1960,20.02,8.58,0,0,0,0,2.86,0,0,0,311.74,426.14,6007,"BD","summer","106.7 60","136.7  to  70"
"10917","summer 1960","6007 HO 130 60 C1","6007 HO",130,60,25.48333333,-115.4166667,7,1960,0,0,0,3.54,0,0,0,0,0,0,81.42,99.12,6007,"HO","summer","130 60","136.7  to  70"
"10918","summer 1960","6007 HO 70 55 C1","6007 HO",70,55,36.09166667,-122.0833333,7,1960,0,0,0,0,0,0,0,3.03,0,18.18,0,0,6007,"HO","summer","70 55","136.7  to  70"
"10919","summer 1960","6007 HO 130 45 C1","6007 HO",130,45,25.93833333,-114.4816667,7,1960,0,0,0,0,2.6,0,0,0,0,0,5.2,5.2,6007,"HO","summer","130 45","136.7  to  70"
"10920","summer 1960","6007 BD 116.7 45 C1","6007 BD",116.7,45,28.29166667,-115.9333333,7,1960,0,0,0,5.66,0,0,2.83,0,0,0,50.94,22.64,6007,"BD","summer","116.7 45","136.7  to  70"
"10921","summer 1960","6007 BD 116.7 50 C1","6007 BD",116.7,50,28.15,-116.225,7,1960,0,0,0,0,0,0,3.08,0,0,0,64.68,12.32,6007,"BD","summer","116.7 50","136.7  to  70"
"10922","summer 1960","6007 BD 126.7 50 C1","6007 BD",126.7,50,26.38333333,-115.1333333,7,1960,0,0,0,0,0,0,0,0,0,0,11.52,0,6007,"BD","summer","126.7 50","136.7  to  70"
"10923","summer 1960","6007 BD 113.3 35 C1","6007 BD",113.3,35,29.15833333,-115.6,7,1960,0,0,0,0,8.76,0,0,0,0,0,2.92,0,6007,"BD","summer","113.3 35","136.7  to  70"
"10924","summer 1960","6007 BD 106.7 35 C1","6007 BD",106.7,35,30.35833333,-116.375,7,1960,0,0,0,0,5.86,0,0,0,0,0,8.79,0,6007,"BD","summer","106.7 35","136.7  to  70"
"10925","summer 1960","6007 BD 113.3 45 C1","6007 BD",113.3,45,28.78666667,-116.2933333,7,1960,2.87,0,0,0,0,0,2.87,0,0,0,34.44,43.05,6007,"BD","summer","113.3 45","136.7  to  70"
"10926","summer 1960","6007 BD 113.3 60 C1","6007 BD",113.3,60,28.36666667,-117.275,7,1960,17.7,2.95,0,0,0,0,2.95,0,0,0,76.7,233.05,6007,"BD","summer","113.3 60","136.7  to  70"
"10927","summer 1960","6007 BD 113.3 65 C1","6007 BD",113.3,65,28.2,-117.6,7,1960,0,0,0,2.8,2.8,0,0,0,0,0,70,0,6007,"BD","summer","113.3 65","136.7  to  70"
"10928","summer 1960","6007 BD 83.3 60 C1","6007 BD",83.3,60,33.56666667,-120.75,7,1960,5.46,2.73,0,0,0,0,2.73,0,0,10.92,0,0,6007,"BD","summer","83.3 60","136.7  to  70"
"10929","summer 1960","6007 HO 130 30 C1","6007 HO",130,30,26.47,-113.5,7,1960,0,0,0,0,0,0,0,0,0,0,0,0,6007,"HO","summer","130 30","136.7  to  70"
"10930","summer 1960","6007 HO 130 35 C1","6007 HO",130,35,26.28333333,-113.8083333,7,1960,0,0,0,0,2.89,0,0,0,0,0,28.9,5.78,6007,"HO","summer","130 35","136.7  to  70"
"10931","summer 1960","6007 HO 130 40 C1","6007 HO",130,40,26.05,-114.2316667,7,1960,0,0,0,0,0,0,0,0,0,0,0,0,6007,"HO","summer","130 40","136.7  to  70"
"10932","summer 1960","6007 BD 93.3 30 C1","6007 BD",93.3,30,32.84166667,-117.5166667,7,1960,0,0,0,0,4.78,0,0,0,0,0,21.51,0,6007,"BD","summer","93.3 30","136.7  to  70"
"10933","summer 1960","6007 BD 106.7 80 C1","6007 BD",106.7,80,28.85833333,-119.3416667,7,1960,5.76,2.88,0,0,0,0,0,0,0,0,8.64,66.24,6007,"BD","summer","106.7 80","136.7  to  70"
"10934","summer 1960","6007 HO 130 80 C1","6007 HO",130,80,24.81666667,-116.7333333,7,1960,0,2.44,0,0,0,0,0,0,0,0,7.32,7.32,6007,"HO","summer","130 80","136.7  to  70"
"10935","summer 1960","6007 BD 96.7 80 C1","6007 BD",96.7,80,30.58333333,-120.5166667,7,1960,0,0,0,0,0,0,0,0,0,0,16.38,2.73,6007,"BD","summer","96.7 80","136.7  to  70"
"10936","summer 1960","6007 HO 136.7 60 C1","6007 HO",136.7,60,24.31666667,-114.6883333,7,1960,0,0,0,0,0,0,7.14,0,0,0,9.52,59.5,6007,"HO","summer","136.7 60","136.7  to  70"
"10937","summer 1960","6007 HO 100 70 C1","6007 HO",100,70,30.305,-119.4083333,7,1960,2.47,0,0,2.47,0,0,0,0,0,0,51.87,140.79,6007,"HO","summer","100 70","136.7  to  70"
"10938","summer 1960","6007 BD 93.3 50 C1","6007 BD",93.3,50,32.16666667,-118.875,7,1960,0,0,0,0,2.76,0,0,0,0,2.76,0,0,6007,"BD","summer","93.3 50","136.7  to  70"
"10939","summer 1960","6007 BD 93.3 60 C1","6007 BD",93.3,60,31.83333333,-119.5666667,7,1960,3.01,0,0,3.01,0,0,6.02,0,0,3.01,45.15,0,6007,"BD","summer","93.3 60","136.7  to  70"
"10940","summer 1960","6007 BD 120 30 C1","6007 BD",120,30,28.21666667,-114.5666667,7,1960,0,0,0,0,0,0,0,0,0,0,0,0,6007,"BD","summer","120 30","136.7  to  70"
"10941","summer 1960","6007 BD 120 35 C1","6007 BD",120,35,28.05,-114.9,7,1960,0,0,0,0,0,0,0,0,0,0,1.8,0,6007,"BD","summer","120 35","136.7  to  70"
"10942","summer 1960","6007 BD 120 40 C1","6007 BD",120,40,27.94166667,-115.2333333,7,1960,0,0,0,0,0,0,0,0,0,0,0,0,6007,"BD","summer","120 40","136.7  to  70"
"10943","summer 1960","6007 BD 123.3 37 C1","6007 BD",123.3,37,27.4,-114.6666667,7,1960,0,0,0,0,0,0,0,0,0,0,12.3,0,6007,"BD","summer","123.3 37","136.7  to  70"
"10944","summer 1960","6007 BD 103.3 35 C1","6007 BD",103.3,35,30.93333333,-116.75,7,1960,0,0,0,0,2.81,0,0,0,0,0,30.91,0,6007,"BD","summer","103.3 35","136.7  to  70"
"10945","summer 1960","6007 BD 123.3 60 C1","6007 BD",123.3,60,26.64166667,-116.15,7,1960,0,0,0,0,0,0,0,0,0,0,54.36,9.06,6007,"BD","summer","123.3 60","136.7  to  70"
"10946","summer 1960","6007 BD 116.7 40 C1","6007 BD",116.7,40,28.46666667,-115.5916667,7,1960,0,0,0,0,0,0,0,0,0,0,16.56,0,6007,"BD","summer","116.7 40","136.7  to  70"
"10947","summer 1960","6007 HO 100 55 C1","6007 HO",100,55,30.81666667,-118.4116667,7,1960,0,0,0,0,0,0,2.6,0,0,0,10.4,0,6007,"HO","summer","100 55","136.7  to  70"
"10948","summer 1960","6007 HO 100 65 C1","6007 HO",100,65,30.46333333,-119.0833333,7,1960,0,0,0,0,0,0,0,0,0,0,18.4,71.3,6007,"HO","summer","100 65","136.7  to  70"
"10949","summer 1960","6007 BD 103.3 55 C1","6007 BD",103.3,55,30.3,-118.2,7,1960,2.92,0,0,0,0,0,0,0,2.92,0,11.68,55.48,6007,"BD","summer","103.3 55","136.7  to  70"
"10950","summer 1960","6007 BD 126.7 55 C1","6007 BD",126.7,55,26.225,-115.45,7,1960,0,0,0,0,0,0,0,0,0,0,8.34,5.56,6007,"BD","summer","126.7 55","136.7  to  70"
"10951","summer 1960","6007 BD 103.3 65 C1","6007 BD",103.3,65,29.94166667,-118.7333333,7,1960,0,0,0,0,0,0,0,0,0,0,14.25,57,6007,"BD","summer","103.3 65","136.7  to  70"
"10952","summer 1960","6007 BD 103.3 70 C1","6007 BD",103.3,70,29.76666667,-118.9833333,7,1960,2.78,0,0,0,0,0,0,0,0,0,19.46,75.06,6007,"BD","summer","103.3 70","136.7  to  70"
"10953","summer 1960","6007 BD 103.3 80 C1","6007 BD",103.3,80,29.46666667,-119.6166667,7,1960,0,2.65,0,0,0,0,0,0,0,0,15.9,37.1,6007,"BD","summer","103.3 80","136.7  to  70"
"10954","summer 1960","6007 BD 83.3 55 C1","6007 BD",83.3,55,33.73333333,-120.4083333,7,1960,0,0,0,0,0,0,0,0,0,0,2.73,0,6007,"BD","summer","83.3 55","136.7  to  70"
"10955","summer 1960","6007 BD 83.3 51 C1","6007 BD",83.3,51,33.86666667,-120.1416667,7,1960,0,0,0,0,0,0,0,0,0,0,0,0,6007,"BD","summer","83.3 51","136.7  to  70"
"10956","summer 1960","6007 BD 83.3 70 C1","6007 BD",83.3,70,33.24166667,-121.4333333,7,1960,4.84,0,0,0,2.42,0,4.84,0,4.84,2.42,0,0,6007,"BD","summer","83.3 70","136.7  to  70"
"10957","summer 1960","6007 BD 83.3 80 C1","6007 BD",83.3,80,32.9,-122.1333333,7,1960,0,0,0,0,2.65,0,0,0,0,5.3,0,0,6007,"BD","summer","83.3 80","136.7  to  70"
"10958","summer 1960","6007 BD 86.7 40 C1","6007 BD",86.7,40,33.66666667,-118.9666667,7,1960,0,0,0,0,2.7,0,0,0,0,0,10.8,0,6007,"BD","summer","86.7 40","136.7  to  70"
"10959","summer 1960","6007 BD 86.7 45 C1","6007 BD",86.7,45,33.5,-119.3166667,7,1960,0,0,0,0,2.57,0,0,0,0,0,5.14,0,6007,"BD","summer","86.7 45","136.7  to  70"
"10960","summer 1960","6007 HO 130 50 C1","6007 HO",130,50,25.81666667,-114.7716667,7,1960,0,0,0,0,0,0,0,0,0,0,71.75,14.35,6007,"HO","summer","130 50","136.7  to  70"
"10961","summer 1960","6007 BD 86.7 55 C1","6007 BD",86.7,55,33.25,-120.0833333,7,1960,0,0,0,0,3.25,0,0,3.25,0,6.5,6.5,0,6007,"BD","summer","86.7 55","136.7  to  70"
"10962","summer 1960","6007 HO 133.3 30 C1","6007 HO",133.3,30,25.875,-113.2,7,1960,0,0,0,0,0,0,0,0,0,0,579.12,66.12,6007,"HO","summer","133.3 30","136.7  to  70"
"10963","summer 1960","6007 HO 70 60 C1","6007 HO",70,60,35.96666667,-122.3666667,7,1960,0,0,0,0,0,0,0,0,0,3.5,0,0,6007,"HO","summer","70 60","136.7  to  70"
"10964","summer 1960","6007 BD 113.3 40 C1","6007 BD",113.3,40,29.01666667,-115.9466667,7,1960,0,0,0,0,0,0,0,0,0,0,22.72,0,6007,"BD","summer","113.3 40","136.7  to  70"
"10965","summer 1960","6007 HO 133.3 35 C1","6007 HO",133.3,35,25.69333333,-113.5333333,7,1960,0,0,0,2.46,0,0,7.38,0,0,0,81.18,98.4,6007,"HO","summer","133.3 35","136.7  to  70"
"10966","summer 1960","6007 BD 113.3 50 C1","6007 BD",113.3,50,28.66666667,-116.6,7,1960,0,0,0,0,0,0,0,0,0,0,67.54,18.42,6007,"BD","summer","113.3 50","136.7  to  70"
"10967","summer 1960","6007 BD 113.3 55 C1","6007 BD",113.3,55,28.53333333,-116.95,7,1960,0,0,0,0,0,0,0,0,0,0,56.7,50.4,6007,"BD","summer","113.3 55","136.7  to  70"
"10968","summer 1960","6007 HO 133.3 55 C1","6007 HO",133.3,55,25.08333333,-114.7916667,7,1960,0,0,0,0,0,0,0,0,0,0,80.7,51.11,6007,"HO","summer","133.3 55","136.7  to  70"
"10969","summer 1960","6007 BD 113.3 70 C1","6007 BD",113.3,70,28.03333333,-117.9166667,7,1960,0,0,0,0,0,0,0,0,0,0,91.8,6.12,6007,"BD","summer","113.3 70","136.7  to  70"
"10970","summer 1960","6007 BD 113.3 80 C1","6007 BD",113.3,80,27.7,-118.5583333,7,1960,5.88,0,0,0,0,0,0,0,0,0,23.52,67.62,6007,"BD","summer","113.3 80","136.7  to  70"
"10971","summer 1960","6007 BD 93.3 28 C1","6007 BD",93.3,28,32.91166667,-117.3633333,7,1960,0,0,0,0,9.08,0,0,0,0,0,6.81,0,6007,"BD","summer","93.3 28","136.7  to  70"
"10972","summer 1960","6007 BD 90 90 C1","6007 BD",90,90,31.45833333,-122.0333333,7,1960,6.14,0,0,0,0,0,0,0,0,0,0,0,6007,"BD","summer","90 90","136.7  to  70"
"10973","summer 1960","6007 HO 100 50 C1","6007 HO",100,50,31,-118.0833333,7,1960,0,0,3.46,0,6.92,0,6.92,0,0,0,20.76,0,6007,"HO","summer","100 50","136.7  to  70"
"10974","summer 1960","6007 HO 136.7 50 C1","6007 HO",136.7,50,24.61666667,-113.9833333,7,1960,0,19.86,0,0,0,0,0,0,0,0,152.26,182.05,6007,"HO","summer","136.7 50","136.7  to  70"
"10975","summer 1960","6007 HO 136.7 55 C1","6007 HO",136.7,55,24.47666667,-114.325,7,1960,2.72,16.32,0,0,0,0,0,0,0,0,111.52,68,6007,"HO","summer","136.7 55","136.7  to  70"
"10976","summer 1960","6007 BD 103.3 50 C1","6007 BD",103.3,50,30.5,-117.7666667,7,1960,0,0,0,0,0,0,3.2,0,0,0,3.2,0,6007,"BD","summer","103.3 50","136.7  to  70"
"10977","summer 1960","6007 BD 103.3 60 C1","6007 BD",103.3,60,30.15,-118.45,7,1960,5.66,11.32,0,0,0,0,2.83,0,0,0,59.43,175.46,6007,"BD","summer","103.3 60","136.7  to  70"
"10978","summer 1960","6007 HO 100 80 C1","6007 HO",100,80,29.96333333,-120.15,7,1960,6.78,0,0,0,0,0,0,0,0,0,6.78,20.34,6007,"HO","summer","100 80","136.7  to  70"
"10979","summer 1960","6007 HO 100 90 C1","6007 HO",100,90,29.66666667,-120.75,7,1960,0,0,0,0,0,0,0,0,3.57,0,10.71,28.56,6007,"HO","summer","100 90","136.7  to  70"
"10980","summer 1960","6007 BD 93.3 70 C1","6007 BD",93.3,70,31.5,-120.2333333,7,1960,0,0,0,0,0,0,0,0,0,6.24,0,0,6007,"BD","summer","93.3 70","136.7  to  70"
"10981","summer 1960","6007 BD 93.3 80 C1","6007 BD",93.3,80,31.16666667,-120.9083333,7,1960,0,0,0,0,0,0,0,0,0,0,0,0,6007,"BD","summer","93.3 80","136.7  to  70"
"10982","summer 1960","6007 BD 93.3 90 C1","6007 BD",93.3,90,30.78333333,-121.6833333,7,1960,2.93,0,2.93,2.93,0,0,2.93,0,0,0,5.86,0,6007,"BD","summer","93.3 90","136.7  to  70"
"10983","summer 1960","6007 BD 103.3 30 C1","6007 BD",103.3,30,31.06666667,-116.475,7,1960,0,0,0,0,0,0,0,0,0,0,10.4,0,6007,"BD","summer","103.3 30","136.7  to  70"
"10984","summer 1960","6007 HO 110 55 C1","6007 HO",110,55,29.13833333,-117.3166667,7,1960,0,0,0,0,0,0,0,0,0,0,34.65,15.75,6007,"HO","summer","110 55","136.7  to  70"
"10985","summer 1960","6007 BD 103.3 40 C1","6007 BD",103.3,40,30.76666667,-117.075,7,1960,0,0,0,0,2.93,0,5.86,0,0,0,8.79,0,6007,"BD","summer","103.3 40","136.7  to  70"
